iter	Logloss
0	0.4447573391
1	0.3217937674
2	0.2424290806
3	0.1983583811
4	0.1742666426
5	0.1530909721
6	0.1329088571
7	0.1239127412
8	0.1156252032
9	0.1105242477
10	0.1038443559
11	0.0993578002
12	0.09533210589
13	0.09171791292
14	0.08814115353
15	0.08388101276
16	0.08197598663
17	0.07851233544
18	0.0757190051
19	0.07250935667
20	0.06969119602
21	0.0665665922
22	0.06444585344
23	0.06211648147
24	0.06022333248
25	0.05852290744
26	0.05622724312
27	0.05490001506
28	0.0528353608
29	0.05131532506
30	0.04935599033
31	0.04803302786
32	0.04682199313
33	0.0457012773
34	0.04457485864
35	0.04326167659
36	0.04250797123
37	0.04127015238
38	0.04023694159
39	0.03979865761
40	0.03861373696
41	0.03742109916
42	0.03670762055
43	0.03596583203
44	0.03480752161
45	0.0337542279
46	0.03319405407
47	0.03249879287
48	0.03163718329
49	0.03107598827
50	0.03048508594
51	0.02996325444
52	0.02871021437
53	0.02810633819
54	0.02751256915
55	0.02682441288
56	0.02648330033
57	0.02596742805
58	0.02528099037
59	0.02453947838
60	0.02408936832
61	0.023665704
62	0.02305946882
63	0.02246282878
64	0.02206524559
65	0.02160931135
66	0.02102967896
67	0.02054918469
68	0.01994642401
69	0.01936183606
70	0.01916318622
71	0.01873509719
72	0.01841968601
73	0.01805548684
74	0.01776650455
75	0.01752436825
76	0.01719141802
77	0.01695679499
78	0.01656587288
79	0.01617826702
80	0.01584286937
81	0.01560609684
82	0.01543845967
83	0.01527890097
84	0.01512683628
85	0.01475348547
86	0.01445427341
87	0.01411973537
88	0.01377047667
89	0.01358092292
90	0.01344320509
91	0.01329650303
92	0.01313634525
93	0.01304093549
94	0.0126639222
95	0.01250339337
96	0.01222598995
97	0.01206818346
98	0.01189167816
99	0.01178597818
100	0.01149445331
101	0.01139186238
102	0.01128453863
103	0.01101552478
104	0.01096869292
105	0.01081365026
106	0.01075317974
107	0.01066259535
108	0.01049730323
109	0.01036710444
110	0.01019815681
111	0.009967703326
112	0.00982216692
113	0.009754626257
114	0.009609040509
115	0.00946358796
116	0.009303360645
117	0.009234265773
118	0.009079549688
119	0.008988240642
120	0.008856039207
121	0.008800632981
122	0.008686563417
